date,value,dr,cmax,dd
2021-01-04,1007545.05,,1007545.05,0.0
2021-02-01,1008272.11,0.0007216153759079802,1008272.11,0.0
2021-03-01,1022339.63,0.013952106639149253,1022339.63,0.0
2021-04-01,982410.91,-0.03905621852886598,1022339.63,-3.9056218528865982
2021-05-06,991156.54,0.008902211804630689,1022339.63,-3.0501693453867107
2021-06-01,1026139.55,0.03529514116912358,1026139.55,0.0
2021-07-01,1012441.22,-0.013349383132148174,1026139.55,-1.3349383132148174
2021-08-02,1006855.5,-0.0055170807842058744,1026139.55,-1.8792814291194615
2021-09-01,1024936.8,0.01795818764460244,1026139.55,-0.11721115320035835
2021-10-08,1024772.75,-0.00016005864946999626,1026139.55,-0.13319825748847602
2021-11-01,1012171.61,-0.012296521350709244,1026139.55,-1.361212517342314
2021-12-01,1013014.92,0.000833168991965838,1026139.55,-1.2790297382066607
2022-01-04,1008179.04,-0.0047737500253204335,1026139.55,-1.750298972493558
2022-02-07,993429.16,-0.014630218854777999,1026139.55,-3.187713600942488
2022-03-01,984454.13,-0.00903439355454394,1026139.55,-4.062353897186799
2022-04-01,967912.31,-0.016803037841895185,1026139.55,-5.6743977951147055
2022-05-05,943479.83,-0.025242451973774505,1026139.55,-8.05540727866888
2022-06-01,948930.54,0.005777240622091506,1026139.55,-7.524221242617535
2022-07-01,962282.12,0.014070134153338465,1026139.55,-6.223074629566716
2022-08-01,958375.85,-0.004059381255052341,1026139.55,-6.603750922571894
2022-09-01,942314.08,-0.01675936429324676,1026139.55,-8.169012684483324
2022-10-10,897826.94,-0.047210522419446455,1026139.55,-12.504401569942425
2022-11-01,933187.5,0.03938460567913027,1026139.55,-9.058421927115079
2022-12-01,986628.33,0.057266980108499066,1026139.55,-3.850472384579673
2023-01-03,996805.35,0.01031494808181721,1026139.55,-2.8586949991353583
2023-02-01,1036733.61,0.04005622562118072,1036733.61,0.0
2023-03-01,1021284.35,-0.014901860855075388,1036733.61,-1.4901860855075388
2023-04-03,1059319.67,0.03724263472753697,1059319.67,0.0
2023-05-04,1042520.45,-0.015858499068557852,1059319.67,-1.5858499068557852
2023-06-01,1038461.04,-0.0038938420824262687,1059319.67,-1.9690590659946716
2023-07-03,1043377.35,0.004734226716873291,1059319.67,-1.5049583663446886
2023-08-01,1026152.62,-0.016508629404308972,1059319.67,-3.1309765068366913
2023-09-01,995912.79,-0.029469134912894268,1059319.67,-5.985622829037041
2023-10-09,979018.57,-0.016963553605933823,1059319.67,-7.580440755905149
2023-11-01,969007.54,-0.010225577232922056,1059319.67,-8.525484096788261
2023-12-01,972100.71,0.0031921010645592496,1059319.67,-8.233488197193584
2024-01-02,956282.19,-0.01627251151786524,1059319.67,-9.726759817459063
2024-02-01,921063.44,-0.036828825600108694,1059319.67,-13.051417236498587
2024-03-01,964542.83,0.04720564090569046,1059319.67,-8.946953661306035
2024-04-01,974707.53,0.010538360437555738,1059319.67,-7.98740384005141
2024-05-06,973150.61,-0.0015973201725445474,1059319.67,-8.134377416025885
2024-06-03,964185.72,-0.009212232832079281,1059319.67,-8.980664920533377
2024-07-01,953885.73,-0.01068257887080093,1059319.67,-9.952986146287646
2024-08-01,937441.28,-0.017239433909971513,1059319.67,-11.505345690409008
2024-09-02,918520.72,-0.020183194834347495,1059319.67,-13.291450540137706
2024-10-08,1012210.47,0.10200069302737114,1059319.67,-4.447118403833661
2024-11-01,979573.26,-0.032243501689920295,1059319.67,-7.528077903056396
2024-12-02,1014320.21,0.035471517464656044,1059319.67,-4.247958503404359
2025-01-02,967887.63,-0.045777043129210604,1059319.67,-8.631203836703982
2025-02-05,987279.45,0.020035197680953853,1059319.67,-6.800611943701562
2025-03-03,1007690.41,0.02067394393755495,1059319.67,-4.8738130200112195
2025-04-01,999718.61,-0.007910961462856525,1059319.67,-5.626352619318387
2025-05-06,999650.6,-6.802914272052707e-05,1059319.67,-5.632772777645101
2025-06-03,999008.45,-0.0006423744456313107,1059319.67,-5.6933918729178306
2025-07-01,1016138.16,0.017146711822107363,1059319.67,-4.076343640442348
2025-08-01,1035833.65,0.01938268906267626,1059319.67,-2.21708523547004
2025-09-01,1092454.24,0.05466185617738906,1092454.24,0.0
2025-10-09,1107931.55,0.014167467554522029,1107931.55,0.0
2025-11-03,1099925.96,-0.007225708122491903,1107931.55,-0.7225708122491903
2025-12-01,1085885.74,-0.012764695543689086,1107931.55,-1.989816970190983
2026-01-05,1125346.13,0.03633935739868899,1125346.13,0.0
2026-02-02,1136237.68,0.009678400013691801,1136237.68,0.0
2026-03-02,1194465.12,0.05124582736949912,1194465.12,0.0
2026-04-01,1121600.34,-0.06100201569720176,1194465.12,-6.100201569720176
2026-05-06,1161285.52,0.03538263906018435,1194465.12,-2.7777788940375303
2026-06-01,1147379.86,-0.011974367853996748,1194465.12,-3.941953533142939
2026-07-01,1073925.34,-0.06401935624005117,1194465.12,-10.091527829628044
2026-07-13,1016763.1,-0.05322738729677434,1194465.12,-14.877120899101692
