entry_date,exit_date,symbol,side,size,entry_price,exit_price,pnl
2021-01-04,2021-02-01,512390,long,68519,1.459,1.471,762.0
2021-01-04,2021-02-01,515150,long,87692,1.14,1.134,-585.98
2021-01-04,2021-02-01,512690,long,71224,1.4036,1.3958,-615.36
2021-01-04,2021-02-01,510230,long,85298,1.172,1.168,-401.07
2021-01-04,2021-02-01,512910,long,66293,1.508,1.562,3518.77
2021-01-04,2021-02-01,512100,long,40100,2.493,2.365,-5191.24
2021-01-04,2021-03-01,512580,long,80491,1.242,1.24,-220.92
2021-01-04,2021-03-01,512980,long,115305,0.867,0.839,-3287.55
2021-02-01,2021-03-01,515880,long,174805,0.3417,0.3496,1344.71
2021-02-01,2021-03-01,512330,long,60152,0.993,0.99,-216.24
2021-01-04,2021-04-01,510880,long,36498,2.739,2.744,122.45
2021-02-01,2021-04-01,512770,long,25992,2.298,1.994,-7935.04
2021-02-01,2021-04-01,513660,long,44383,1.3458,1.3714,1100.03
2021-02-01,2021-04-01,512200,long,28032,2.1308,2.2659,3750.15
2021-02-01,2021-04-01,513090,long,46555,1.283,1.264,-920.12
2021-03-01,2021-04-01,515150,long,46915,1.185,1.2,670.16
2021-01-04,2021-05-06,510170,long,165349,0.6046,0.6541,8122.34
2021-03-01,2021-05-06,513600,long,20416,2.723,2.675,-1013.03
2021-04-01,2021-05-06,512190,long,46976,1.543,1.526,-841.84
2021-04-01,2021-05-06,512040,long,89786,0.8073,0.8263,1661.93
2021-04-01,2021-05-06,159949,long,62058,1.168,1.325,9696.69
2021-04-01,2021-05-06,159915,long,27198,2.665,2.963,8059.08
2021-04-01,2021-06-01,513000,long,55972,1.295,1.241,-3065.07
2021-05-06,2021-06-01,515080,long,56005,1.359,1.441,4545.37
2021-05-06,2021-06-01,512480,long,76264,0.998,1.065,5062.49
2021-05-06,2021-07-01,515210,long,48111,1.582,1.565,-863.31
2021-05-06,2021-07-01,159901,long,19332,3.937,4.13,3684.29
2021-05-06,2021-07-01,515590,long,54717,1.391,1.475,4549.18
2021-06-01,2021-07-01,159981,long,43376,1.235,1.265,1268.75
2021-06-01,2021-07-01,510170,long,77660,0.6898,0.6855,-365.98
2021-06-01,2021-07-01,159980,long,38790,1.381,1.346,-1389.38
2021-03-01,2021-08-02,512100,long,23398,2.376,2.8,9884.42
2021-07-01,2021-08-02,518890,long,20925,3.684,3.752,1376.22
2021-07-01,2021-08-02,512950,long,63345,1.217,1.217,-46.25
2021-07-01,2021-08-02,515900,long,68831,1.12,1.154,2293.3
2021-07-01,2021-08-02,515080,long,54327,1.419,1.365,-2979.03
2021-03-01,2021-09-01,513050,long,24067,2.31,1.531,-18775.93
2021-05-06,2021-09-01,515450,long,65052,1.17,1.204,2165.44
2021-07-01,2021-09-01,512480,long,57703,1.336,1.295,-2411.37
2021-08-02,2021-09-01,159918,long,31938,2.138,2.265,4013.94
2021-08-02,2021-09-01,510660,long,19593,3.485,3.128,-7033.57
2021-04-01,2021-10-08,512170,long,95626,0.758,0.774,1486.07
2021-07-01,2021-10-08,512690,long,54023,1.427,1.233,-10523.57
2021-08-02,2021-10-08,510130,long,12009,5.686,6.106,5001.3
2021-09-01,2021-10-08,512190,long,36951,1.799,1.761,-1443.6
2021-09-01,2021-10-08,515960,long,56287,1.181,1.227,2548.54
2021-09-01,2021-10-08,513330,long,97902,0.679,0.653,-2584.57
2021-08-02,2021-11-01,512010,long,92527,0.738,0.654,-7810.91
2021-09-01,2021-11-01,512580,long,36666,1.813,1.956,5201.78
