entry_date,exit_date,symbol,side,size,entry_price,exit_price,pnl
2021-01-04,2021-02-01,512390,long,34259,1.459,1.471,380.99
2021-01-04,2021-02-01,512100,long,20050,2.493,2.365,-2595.62
2021-01-04,2021-02-01,512070,long,56156,0.8901,0.8364,-3044.66
2021-01-04,2021-02-01,512260,long,36512,1.369,1.322,-1745.54
2021-01-04,2021-03-01,510810,long,53921,0.927,0.91,-946.37
2021-01-04,2021-03-01,159985,long,39265,1.273,1.26,-540.28
2021-01-04,2021-03-01,510900,long,43053,1.161,1.232,3025.86
2021-02-01,2021-03-01,513050,long,4130,2.336,2.31,-113.14
2021-01-04,2021-04-01,512950,long,42252,1.183,1.159,-1043.73
2021-01-04,2021-04-01,515900,long,47155,1.06,1.078,818.54
2021-03-01,2021-04-01,515150,long,13307,1.185,1.2,190.08
2021-01-04,2021-05-06,512800,long,87386,0.572,0.6188,4058.45
2021-01-04,2021-05-06,510050,long,14770,3.384,3.21,-2599.2
2021-01-04,2021-05-06,512750,long,44549,1.122,1.117,-252.67
2021-04-01,2021-05-06,510810,long,20332,0.905,0.888,-356.58
2021-04-01,2021-05-06,510300,long,3968,4.637,4.69,199.2
2021-01-04,2021-06-01,512910,long,33146,1.508,1.534,831.55
2021-01-04,2021-06-01,512200,long,21748,2.2983,2.3064,146.12
2021-02-01,2021-06-01,512770,long,4198,2.298,2.303,15.2
2021-01-04,2021-07-01,510170,long,82674,0.6046,0.6855,6656.33
2021-03-01,2021-07-01,512980,long,18795,0.839,0.804,-667.09
2021-05-06,2021-07-01,512040,long,30292,0.8263,0.8328,181.82
2021-05-06,2021-08-02,510500,long,3473,7.206,7.599,1349.46
2021-07-01,2021-08-02,513800,long,21837,1.168,1.169,6.53
2021-07-01,2021-08-02,510180,long,5995,4.254,3.935,-1927.13
2021-02-01,2021-09-01,159980,long,8309,1.161,1.422,2162.21
2021-03-01,2021-09-01,159981,long,14375,1.097,1.374,3971.22
2021-05-06,2021-09-01,513000,long,19328,1.295,1.227,-1328.93
2021-06-01,2021-09-01,513520,long,19727,1.232,1.218,-290.68
2021-06-01,2021-09-01,510300,long,4945,4.914,4.461,-2253.99
2021-08-02,2021-09-01,512750,long,25252,1.008,1.049,1019.75
2021-01-04,2021-10-08,510230,long,42649,1.172,1.063,-4677.34
2021-06-01,2021-10-08,510050,long,7188,3.381,3.01,-2680.53
