entry_date,exit_date,symbol,side,size,entry_price,exit_price,pnl
2021-01-04,2021-02-01,510170,long,165349,0.6046,0.6177,2105.44
2021-01-04,2021-02-01,159905,long,36432,2.744,2.845,3618.55
2021-01-04,2021-02-01,512800,long,174772,0.572,0.6062,5915.43
2021-01-04,2021-02-01,513520,long,78778,1.269,1.26,-768.77
2021-01-04,2021-02-01,513000,long,77979,1.282,1.264,-1463.18
2021-01-04,2021-03-01,515220,long,154752,0.646,0.6361,-1591.57
2021-02-01,2021-03-01,159928,long,37437,1.3603,1.336,-940.0
2021-01-04,2021-04-01,512690,long,71224,1.4036,1.2408,-11651.77
2021-02-01,2021-04-01,512710,long,58274,0.8739,0.746,-7481.56
2021-03-01,2021-04-01,159995,long,32499,1.24,1.12,-3922.89
2021-03-01,2021-04-01,512660,long,34592,1.165,1.045,-4173.97
2021-01-04,2021-05-06,515700,long,47177,2.119,2.058,-2936.91
2021-01-04,2021-05-06,515030,long,58461,1.71,1.636,-4384.8
2021-01-04,2021-05-06,512400,long,96776,1.033,1.116,7970.02
2021-02-01,2021-05-06,512580,long,39416,1.292,1.248,-1764.34
2021-02-01,2021-05-06,159949,long,38290,1.33,1.325,-221.95
2021-02-01,2021-05-06,512770,long,22160,2.298,2.186,-2511.73
2021-04-01,2021-05-06,512170,long,69481,0.758,0.848,6219.81
2021-04-01,2021-05-06,512010,long,69933,0.7531,0.8222,4799.32
2021-04-01,2021-05-06,515960,long,39099,1.347,1.5,5948.75
2021-05-06,2021-06-01,512800,long,151874,0.6188,0.644,3769.69
2021-05-06,2021-06-01,515450,long,80324,1.17,1.196,2031.41
2021-05-06,2021-06-01,512040,long,113735,0.8263,0.8452,2092.56
2021-05-06,2021-06-01,515100,long,72181,1.302,1.336,2397.03
2021-05-06,2021-06-01,513600,long,35132,2.675,2.671,-196.87
2021-05-06,2021-06-01,515300,long,83985,1.119,1.151,2630.33
2021-05-06,2021-06-01,513660,long,69011,1.3618,1.3593,-228.86
2021-05-06,2021-06-01,513090,long,75668,1.242,1.315,5465.72
2021-06-01,2021-07-01,159980,long,62547,1.381,1.346,-2240.31
2021-06-01,2021-07-01,513080,long,67694,1.276,1.28,218.87
2021-06-01,2021-07-01,513500,long,67073,1.2878,1.3326,2952.14
