date,value,dr,cmax,dd
2015-02-02,995300.03,,995300.03,0.0
2015-03-02,1056830.19,0.06182071550826729,1056830.19,0.0
2015-04-01,1181809.37,0.11825852552527882,1181809.37,0.0
2015-05-04,1305717.31,0.10484596174762095,1305717.31,0.0
2015-06-01,1404364.11,0.07554989065741968,1404364.11,0.0
2015-07-01,1252464.03,-0.10816288946603747,1404364.11,-10.816288946603747
2015-08-03,1183079.63,-0.05539831750697077,1404364.11,-15.756916487989725
2015-09-01,1092476.08,-0.07658279941815904,1404364.11,-22.20848765495723
2015-10-08,1088956.05,-0.0032220659696274856,1404364.11,-22.459137039610056
2015-11-02,1121014.98,0.02944005866903443,1404364.11,-20.17632948480862
2015-12-01,1135502.0,0.012923127931796285,1404364.11,-19.144757978755244
2016-01-04,1137364.66,0.0016403846052230886,1404364.11,-19.012124284492018
2016-02-01,1050952.39,-0.07597587039498843,1404364.11,-25.16524863341888
2016-03-01,1049312.69,-0.0015602038832605025,1404364.11,-25.28200610310386
2016-04-01,1088716.12,0.03755165678974137,1404364.11,-22.476221640269635
2016-05-03,1096364.39,0.007025036058067924,1404364.11,-21.931614301934854
2016-06-01,1098890.89,0.002304434568510594,1404364.11,-21.751710815224424
2016-07-01,1108809.91,0.009026392056084909,1404364.11,-21.045411079324726
2016-08-01,1146641.35,0.03411895912799001,1404364.11,-18.351562686972965
2016-09-01,1164139.32,0.0152601944801658,1404364.11,-17.105591654574535
2016-10-10,1171399.94,0.006236899549102004,1404364.11,-16.588587556541878
2016-11-01,1179808.74,0.007178419353513155,1404364.11,-15.989825459153906
2016-12-01,1190324.59,0.00891318197897073,1404364.11,-15.24102748538625
2017-01-03,1186646.03,-0.0030903839430890256,1404364.11,-15.502965253078138
2017-02-03,1200488.86,0.011665509048220724,1404364.11,-14.517264329690105
2017-03-01,1222379.32,0.018234621519103378,1404364.11,-12.958518998324442
2017-04-05,1244601.96,0.01817982326468015,1404364.11,-11.376120257017973
2017-05-02,1245656.0,0.0008468892335666833,1404364.11,-11.301065647426721
2017-06-01,1265101.79,0.015610882940394477,1404364.11,-9.91639696631097
2017-07-03,1278645.41,0.010705557534623322,1404364.11,-8.952001771107653
2017-08-01,1295322.34,0.013042654257054975,1404364.11,-7.764494209411266
2017-09-01,1302103.37,0.005235013548828382,1404364.11,-7.281640086914498
2017-10-09,1329316.93,0.020899692472188258,1404364.11,-5.343854878205356
2017-11-01,1362393.86,0.024882651573541636,1404364.11,-2.9885589998451367
2017-12-01,1361520.53,-0.0006410260833090708,1404364.11,-3.050745863905624
2018-01-02,1391677.71,0.02214963295485517,1404364.11,-0.9033554695441537
2018-02-01,1419750.52,0.020171918971095826,1419750.52,0.0
2018-03-01,1386235.24,-0.023606457280959448,1419750.52,-2.3606457280959448
2018-04-02,1352330.98,-0.024457796932070508,1419750.52,-4.748689227456671
2018-05-02,1354194.84,0.0013782572665754778,1419750.52,-4.6174084162335705
2018-06-01,1387667.94,0.024718082665268426,1419750.52,-2.2597336326385054
2018-07-02,1355764.55,-0.022990651495486625,1419750.52,-4.5068460337665535
2018-08-01,1371612.64,0.011689411705004371,1419750.52,-3.390587242045884
2018-09-03,1350850.27,-0.015137196460948243,1419750.52,-4.852982902939873
2018-10-08,1346356.68,-0.0033264900631807537,1419750.52,-5.169488509854537
2018-11-01,1321530.0,-0.01843989811080371,1419750.52,-6.918153479528222
2018-12-03,1338843.52,0.013101117643943061,1419750.52,-5.698677257748075
2019-01-02,1266095.84,-0.054336208013315845,1419750.52,-10.822653546201899
2019-02-01,1314724.24,0.0384081508395131,1419750.52,-7.39751657213692
2019-03-01,1344408.45,0.022578278468494695,1419750.52,-5.306711914428464
2019-04-01,1353808.25,0.006991773965717041,1419750.52,-4.644637848063615
2019-05-06,1354752.69,0.0006976172585739793,1419750.52,-4.578116301728851
2019-06-03,1336095.43,-0.013771709137554877,1419750.52,-5.892238729379029
2019-07-01,1389972.56,0.04032431276259962,1419750.52,-2.097407930514439
2019-08-01,1385770.06,-0.003023440980734149,1419750.52,-2.3934106394974175
2019-09-02,1403888.59,0.013074701585052306,1419750.52,-1.1172336108741132
2019-10-08,1399980.27,-0.0027839246132772555,1419750.52,-1.3925157780537378
2019-11-01,1425323.07,0.01810225511249519,1425323.07,0.0
2019-12-02,1406502.24,-0.013204606307256395,1425323.07,-1.3204606307256395
2020-01-02,1457996.48,0.036611559182443854,1457996.48,0.0
2020-02-03,1420801.91,-0.025510740602062376,1457996.48,-2.5510740602062376
2020-03-02,1457770.38,0.026019439965420554,1457996.48,-0.015507582021057065
2020-04-01,1392697.8,-0.04463842927032158,1457996.48,-4.478658274950009
2020-05-06,1488502.76,0.06879091788613434,1488502.76,0.0
2020-06-01,1514031.11,0.017150354494471998,1514031.11,0.0
2020-07-01,1564908.45,0.0336038933836702,1564908.45,0.0
2020-08-03,1718353.63,0.09805377432782092,1718353.63,0.0
2020-09-01,1714045.87,-0.002506911222924346,1718353.63,-0.2506911222924346
2020-10-09,1666631.84,-0.02766205434163793,1718353.63,-3.0099619250084086
2020-11-02,1667647.91,0.0006096547393452667,1718353.63,-2.950831488626704
2020-12-01,1669201.2,0.0009314256268879717,1718353.63,-2.8604374060070437
2021-01-04,1712616.24,0.026009470877447205,1718353.63,-0.3338887816706215
2021-02-01,1731599.35,0.01108427536574097,1731599.35,0.0
2021-03-01,1718706.71,-0.007445509840368181,1731599.35,-0.7445509840368181
2021-04-01,1668554.19,-0.029180382963652995,1731599.35,-3.6408629975519524
2021-05-06,1678886.96,0.0061926487386063656,1731599.35,-3.044144709340535
2021-06-01,1686165.46,0.004335312724091933,1731599.35,-2.623810756223721
2021-07-01,1673387.65,-0.007578028552429283,1731599.35,-3.36173029863982
2021-08-02,1659484.13,-0.008308606795323303,1731599.35,-4.164659682968819
2021-09-01,1721493.14,0.037366437484400716,1731599.35,-0.5836344302162177
2021-10-08,1774761.59,0.03094316716243206,1774761.59,0.0
2021-11-01,1769541.16,-0.0029414824106037685,1774761.59,-0.29414824106037685
2021-12-01,1768409.58,-0.0006394765070057984,1774761.59,-0.3579077908712258
2022-01-04,1812991.42,0.02521013259835425,1812991.42,0.0
