entry_date,exit_date,symbol,size,entry_price,exit_price,pnl
2015-02-02,2015-03-02,513100,751936,0.2659,0.2839,13410.82
2015-03-02,2015-04-01,159902,13786,3.095,3.72,8588.06
2015-04-01,2015-06-01,513500,76213,0.5824,0.5946,902.89
2015-06-01,2015-07-01,510660,22384,1.991,1.806,-4166.54
2015-07-01,2015-08-03,159902,10319,4.238,3.755,-5008.82
2015-02-02,2015-09-01,159928,672293,0.2974,0.328,20446.03
2015-08-03,2015-09-01,513500,71435,0.5982,0.585,-968.3
2015-02-02,2015-10-08,159901,106328,1.8804,1.8118,-7411.88
2015-09-01,2015-10-08,513100,304339,0.2846,0.2837,-325.79
2015-02-02,2015-11-02,510160,409713,0.488,0.527,15854.05
2015-10-08,2015-11-02,159928,317328,0.3395,0.3423,823.61
2015-09-01,2015-12-01,510660,61385,1.411,1.525,6943.82
2015-10-08,2016-02-01,510230,106740,1.0093,0.9542,-5944.25
2015-12-01,2016-02-01,510160,183651,0.525,0.419,-19519.02
2015-02-02,2016-03-01,159905,194116,1.03,1.002,-5553.58
2016-02-01,2016-05-03,159928,368502,0.3063,0.3293,8405.28
2016-02-01,2016-05-03,510660,88250,1.279,1.355,6637.26
2016-05-03,2016-06-01,513660,151409,0.8813,0.8928,1660.62
2016-05-03,2016-09-01,513600,74629,1.788,2.038,18571.59
2016-06-01,2016-11-01,513030,119510,0.896,0.922,3042.08
2016-11-01,2016-12-01,513600,56147,2.046,2.098,2849.84
2016-12-01,2017-01-03,159928,303568,0.3803,0.3717,-2679.17
2015-11-02,2017-02-03,513500,210241,0.616,0.7354,25017.54
2017-01-03,2017-02-03,513660,114430,1.0042,1.0428,4346.73
2017-02-03,2017-03-01,159928,384392,0.3816,0.3977,6098.84
2016-03-01,2017-04-05,518800,41111,2.593,2.776,7457.1
2017-03-01,2017-04-05,513600,54438,2.178,2.213,1833.62
2016-09-01,2017-05-02,159941,439644,0.264,0.342,34212.3
2017-02-03,2017-05-02,513030,144232,1.017,1.084,9572.63
2017-04-05,2017-05-02,510230,126795,1.1179,1.0937,-3152.56
2017-05-02,2017-06-01,510160,310839,0.56,0.56,-104.44
2017-04-05,2017-07-03,159928,336525,0.4212,0.4587,12530.85
2017-06-01,2017-07-03,513030,93651,1.115,1.103,-1186.13
2015-11-02,2017-08-01,513100,423508,0.3058,0.4051,41964.02
2017-05-02,2017-09-01,512010,475081,0.3664,0.3815,7067.13
2017-05-02,2017-09-01,510660,107450,1.62,1.684,6770.3
2017-07-03,2017-10-09,513600,58814,2.296,2.445,8679.63
2017-09-01,2017-10-09,513030,150775,1.092,1.144,7739.16
2017-10-09,2017-11-01,159928,311433,0.5202,0.5626,13103.59
2017-10-09,2017-11-01,510660,93483,1.733,1.87,12706.13
2017-09-01,2017-12-01,510230,123590,1.3322,1.3748,5164.57
2017-11-01,2018-02-01,513030,143368,1.166,1.176,1332.95
2017-11-01,2018-03-01,513100,392597,0.4258,0.4459,7788.53
2018-02-01,2018-03-01,510660,75058,1.88,1.825,-4211.62
2017-07-03,2018-04-02,510160,227720,0.593,0.578,-3495.8
2018-03-01,2018-04-02,510230,132012,1.3276,1.2741,-7165.68
2018-03-01,2018-04-02,159901,72966,2.4019,2.3676,-2607.14
2018-04-02,2018-05-02,513100,466496,0.4279,0.4369,4077.44
2018-05-02,2018-06-01,518800,45162,2.67,2.66,-523.83
2018-04-02,2018-07-02,512010,413793,0.4824,0.5072,10139.22
2018-06-01,2018-07-02,513030,113338,1.063,1.055,-978.72
2017-12-01,2018-08-01,513600,51939,2.585,2.62,1736.76
2018-04-02,2018-08-01,510660,97610,2.045,1.96,-8414.13
2017-08-01,2018-09-03,513660,95912,1.2023,1.2756,6959.05
2018-08-01,2018-10-08,518800,61333,2.654,2.613,-2611.57
2018-07-02,2018-12-03,513100,338974,0.4786,0.4997,7052.87
2018-09-03,2019-03-01,513030,110119,1.109,0.983,-13944.1
2018-10-08,2019-04-01,513660,104496,1.2415,1.3217,8300.23
2018-12-03,2019-06-03,518800,50884,2.705,2.888,9226.39
2019-03-01,2019-06-03,518880,46604,2.827,2.906,3601.56
2019-06-03,2019-07-01,512800,317938,0.5122,0.5443,10105.04
2019-06-03,2019-07-01,513600,64957,2.507,2.695,12110.54
2018-07-02,2019-08-01,159941,411759,0.394,0.435,16779.71
2019-04-01,2019-08-01,513100,263014,0.5057,0.5503,11647.1
2018-08-01,2019-10-08,513500,180445,0.9021,0.9982,17237.89
2019-08-01,2019-12-02,512800,302724,0.5454,0.5504,1414.1
2019-08-01,2020-01-02,159905,88339,1.869,2.065,17210.19
2019-12-02,2020-01-02,159901,60139,2.3505,2.5654,12835.18
2019-12-02,2020-01-02,159928,189385,0.7464,0.7773,5765.43
2019-07-01,2020-02-03,518800,55302,3.025,3.48,25054.49
2019-10-08,2020-02-03,512390,127903,1.056,1.071,1836.93
2019-07-01,2020-03-02,518880,54849,3.05,3.549,27261.07
2020-01-02,2020-04-01,159941,366743,0.495,0.441,-19907.1
2020-02-03,2020-04-01,159905,95190,1.836,1.754,-7908.1
2020-01-02,2020-05-06,513100,290089,0.6258,0.7286,29703.28
2020-02-03,2020-06-01,513500,167340,1.0444,1.0327,-2062.15
2020-06-01,2020-07-01,512800,311038,0.4986,0.4981,-248.52
2020-05-06,2020-08-03,512390,136607,1.103,1.335,31592.91
2020-07-01,2020-08-03,512890,276797,0.5601,0.6407,22210.12
2020-08-03,2020-09-01,513050,84229,1.958,2.09,11015.94
2020-03-02,2020-10-09,512010,287772,0.4996,0.7085,60011.27
2020-09-01,2020-12-01,512890,252185,0.6627,0.6998,9252.98
2020-04-01,2021-01-04,518880,51559,3.505,3.897,20096.64
2020-04-01,2021-01-04,518800,51840,3.486,3.852,18859.32
2020-12-01,2021-01-04,512010,259285,0.6743,0.7799,27267.38
2020-10-09,2021-02-01,513050,84767,2.058,2.336,23453.49
2021-01-04,2021-02-01,512910,172654,1.508,1.562,9164.3
2021-01-04,2021-02-01,512890,400249,0.6505,0.6295,-8558.92
2021-01-04,2021-03-01,510170,430635,0.6046,0.6613,24253.46
2021-02-01,2021-03-01,518800,66236,3.744,3.542,-13524.45
