entry_date,exit_date,symbol,size,entry_price,exit_price,pnl
2015-02-02,2015-04-01,159928,336146,0.2974,0.3484,17078.32
2015-02-02,2015-06-01,159905,97058,1.03,1.392,35064.47
2015-02-02,2015-07-01,510230,90152,1.1089,1.3363,20434.43
2015-02-02,2015-08-03,513500,177377,0.5636,0.5982,6075.42
2015-04-01,2015-10-08,518800,4951,2.364,2.315,-249.55
2015-08-03,2015-11-02,510230,36962,1.1068,1.0523,-2038.37
2015-02-02,2015-12-01,513100,375968,0.2659,0.3108,16815.92
2015-02-02,2016-01-04,510170,223097,0.4481,0.4468,-349.92
2015-07-01,2016-01-04,159905,24260,1.388,1.235,-3730.87
2015-12-01,2016-01-04,510230,41654,1.1026,1.1539,2108.65
2016-01-04,2016-02-01,513500,94220,0.6272,0.5916,-3388.68
2015-06-01,2016-03-01,159901,8530,2.8176,1.6899,-9630.82
2016-01-04,2016-03-01,513030,64726,0.913,0.82,-6053.17
2016-01-04,2016-03-01,513100,186950,0.3161,0.286,-5660.96
2016-03-01,2016-04-01,513660,66862,0.8126,0.8753,4158.39
2016-02-01,2016-06-01,159905,46703,1.005,1.056,2352.98
2015-02-02,2016-07-01,510160,204856,0.488,0.442,-9480.53
2016-04-01,2016-07-01,513100,146223,0.3001,0.302,251.41
2015-02-02,2016-08-01,510660,80947,1.235,1.507,21951.0
2016-03-01,2016-09-01,159939,111290,0.4882,0.5736,9468.72
2016-07-01,2016-09-01,513500,81517,0.6556,0.7141,4735.25
2015-02-02,2016-10-10,159902,35703,2.8,3.276,16929.55
2015-10-08,2016-12-01,159928,111825,0.3395,0.3803,4538.31
2016-08-01,2016-12-01,510160,116905,0.47,0.558,10251.59
2016-10-10,2016-12-01,159901,30536,1.9979,2.1232,3788.41
2016-06-01,2017-01-03,513660,49756,0.8928,1.0042,5514.5
2016-09-01,2017-01-03,159905,51502,1.197,1.175,-1169.69
2016-03-01,2017-02-03,513600,32908,1.651,2.13,15725.6
2017-01-03,2017-03-01,512070,107946,0.5702,0.578,804.8
2016-12-01,2017-04-05,510170,165762,0.4353,0.4227,-2131.27
2017-02-03,2017-04-05,159901,28940,1.9435,2.0527,3125.55
2016-07-01,2017-05-02,513030,62142,0.86,1.084,13883.57
2017-03-01,2017-05-02,513660,52330,1.0865,1.1186,1645.18
2017-04-05,2017-06-01,159939,119054,0.5385,0.5028,-4287.42
2016-12-01,2017-07-03,513500,85220,0.8467,0.772,-6407.32
2017-05-02,2017-08-01,512070,113770,0.5614,0.653,10379.88
2016-09-01,2017-09-01,159941,233516,0.264,0.323,13736.32
2016-12-01,2017-09-01,513100,206989,0.3486,0.4043,11482.53
2017-05-02,2017-09-01,159901,31483,2.0287,2.2623,7313.9
2015-11-02,2017-10-09,518800,16474,2.31,2.748,7190.61
2017-07-03,2017-10-09,513660,50335,1.1512,1.2319,4026.05
2017-06-01,2017-11-01,510230,48644,1.1734,1.3392,8028.51
2017-08-01,2017-11-01,510170,120576,0.4941,0.4961,205.33
2017-01-03,2017-12-01,510160,115697,0.532,0.625,10719.66
2017-10-09,2017-12-01,159902,17392,3.701,3.642,-1064.44
2017-12-01,2018-01-02,512070,88946,0.7279,0.6992,-2590.83
2017-11-01,2018-02-01,518800,23610,2.71,2.714,56.02
2017-11-01,2018-02-01,510660,34216,1.87,1.88,303.67
2017-12-01,2018-02-01,510810,65464,0.989,0.997,484.71
2018-02-01,2018-03-01,512070,97633,0.733,0.6567,-7490.1
2018-02-01,2018-04-02,159902,20023,3.574,3.59,277.33
2018-02-01,2018-05-02,159901,28224,2.5356,2.2403,-8374.99
2017-09-01,2018-06-01,159905,51469,1.489,1.624,6900.25
2017-10-09,2018-06-01,513600,26326,2.445,2.59,3777.5
2018-06-01,2018-07-02,513500,82732,0.8203,0.8513,2523.2
2015-02-02,2018-08-01,510900,89258,1.12,1.194,6543.13
2018-03-01,2018-08-01,513050,37076,1.524,1.488,-1368.24
2018-04-02,2018-09-03,159939,103104,0.5629,0.4325,-13475.55
2018-06-01,2018-09-03,513660,52605,1.2901,1.2756,-803.26
2017-09-01,2018-10-08,159928,160735,0.4768,0.5463,11121.75
2018-05-02,2018-10-08,510660,29130,2.01,1.81,-5859.38
2018-10-08,2018-11-01,159939,171490,0.4003,0.371,-5064.34
2018-10-08,2018-12-03,513030,62979,1.09,1.016,-4700.24
2018-12-03,2019-01-02,159939,157764,0.3901,0.3578,-5131.17
2018-01-02,2019-02-01,510230,43288,1.3401,1.0805,-11269.0
2018-09-03,2019-02-01,159941,157628,0.433,0.377,-8865.47
2018-09-03,2019-02-01,512800,145405,0.4694,0.4875,2590.09
2019-01-02,2019-02-01,512070,110985,0.5499,0.5878,4168.45
2017-09-01,2019-03-01,159949,102595,0.747,0.558,-19430.62
2018-11-01,2019-03-01,513050,54907,1.116,1.236,6550.1
2019-02-01,2019-03-01,510500,21477,3.685,4.467,16742.49
2019-02-01,2019-03-01,510300,29686,2.666,3.137,13930.43
