entry_date,exit_date,symbol,size,entry_price,exit_price,pnl
2015-02-02,2015-07-01,513100,375968,0.2659,0.2815,5803.36
2015-07-01,2015-08-03,513030,10927,0.968,0.91,-639.92
2015-02-02,2015-09-01,510230,90152,1.1089,0.9675,-12803.65
2015-02-02,2015-09-01,510900,89258,1.12,0.983,-12284.66
2015-02-02,2015-10-08,510170,223097,0.4481,0.4126,-7977.55
2015-02-02,2015-10-08,159901,53164,1.8804,1.8118,-3705.94
2015-02-02,2015-11-02,159905,97058,1.03,1.032,134.08
2015-10-08,2015-11-02,159939,76529,0.5277,0.6005,5545.41
2015-02-02,2015-12-01,510160,204856,0.488,0.525,7517.42
2015-11-02,2015-12-01,510900,45544,1.03,1.0,-1394.06
2015-02-02,2016-01-04,159902,35703,2.8,3.92,39915.38
2015-12-01,2016-01-04,159939,78416,0.6737,0.703,2265.2
2015-09-01,2016-02-01,513600,14971,1.8,1.689,-1677.45
2015-11-02,2016-02-01,513660,51078,0.9184,0.8417,-3944.65
2016-01-04,2016-03-01,510230,53522,1.1539,0.9285,-12097.3
2016-02-01,2016-03-01,159902,19165,2.934,2.801,-2581.92
2016-02-01,2016-03-01,159901,31635,1.7775,1.6899,-2804.13
2015-02-02,2016-04-01,159928,336146,0.2974,0.3344,12373.69
2015-02-02,2016-04-01,510660,80947,1.235,1.401,13373.19
2015-12-01,2016-05-03,513030,57736,0.915,0.905,-608.88
2016-03-01,2016-05-03,159941,264890,0.229,0.238,2346.9
2016-03-01,2016-05-03,513660,74649,0.8126,0.8813,5090.45
2016-03-01,2016-05-03,513600,36741,1.651,1.788,4995.61
2016-05-03,2016-06-01,159939,142407,0.5385,0.5482,1334.92
2016-05-03,2016-06-01,159901,41136,1.8642,1.8681,114.37
2016-05-03,2016-06-01,159902,24547,3.124,3.162,886.5
2016-04-01,2016-07-01,512070,118473,0.5489,0.5452,-477.24
2016-01-04,2016-08-01,159905,50007,1.235,1.123,-5636.16
2016-04-01,2016-08-01,510230,62643,1.0381,1.0521,837.72
2016-06-01,2016-09-01,513030,77289,0.896,0.926,2276.42
2016-08-01,2016-09-01,512010,191838,0.3213,0.3366,2897.26
2015-08-03,2016-10-10,513100,35151,0.2991,0.3351,1258.75
2015-10-08,2016-10-10,518800,17444,2.315,2.707,6811.77
2016-06-01,2016-10-10,159941,290972,0.238,0.27,9266.76
2016-09-01,2016-11-01,512070,109571,0.5742,0.5807,674.25
2016-10-10,2016-11-01,159905,54168,1.183,1.194,557.22
2016-10-10,2016-11-01,159939,113157,0.5663,0.5731,730.79
2016-11-01,2016-12-01,518800,23137,2.773,2.64,-3114.79
2016-05-03,2017-01-03,159928,232877,0.3293,0.3717,9825.01
2016-09-01,2017-01-03,510660,41256,1.525,1.5,-1068.84
2016-11-01,2017-01-03,513100,189153,0.3392,0.3531,2589.94
2016-11-01,2017-01-03,159941,235020,0.273,0.306,7714.84
2016-07-01,2017-02-03,513660,61908,0.8873,1.0428,9590.85
2017-01-03,2017-02-03,512070,130854,0.5702,0.5742,478.49
2017-01-03,2017-02-03,159901,38623,1.9318,1.9435,406.99
2015-09-01,2017-03-01,513500,46065,0.585,0.7695,8480.27
2017-01-03,2017-03-01,510170,176390,0.423,0.4372,2459.22
2017-02-03,2017-03-01,510660,43573,1.52,1.56,1702.66
2016-10-10,2017-04-05,512010,191229,0.3351,0.3721,7034.9
2017-03-01,2017-04-05,510230,56564,1.1386,1.1179,-1209.17
2016-06-01,2017-05-02,513600,38281,1.809,2.229,16031.65
2017-04-05,2017-06-01,513500,73152,0.7999,0.7776,-1665.91
2016-08-01,2017-08-01,510900,63741,0.967,1.192,14300.44
2017-02-03,2017-08-01,159941,209592,0.316,0.324,1636.49
2017-02-03,2017-08-01,513100,181754,0.3644,0.4051,7355.43
2017-01-03,2017-09-01,510160,140250,0.532,0.621,12433.74
