date,value,dr,cmax,dd
2015-02-02,991653.8,,991653.8,0.0
2015-03-02,1067359.36,0.07634273170737615,1067359.36,0.0
2015-04-01,1209962.86,0.13360401880019124,1209962.86,0.0
2015-05-04,1364243.37,0.12750846749130806,1364243.37,0.0
2015-06-01,1433561.97,0.05081102208325183,1433561.97,0.0
2015-07-01,1277692.0,-0.10872914688159585,1433561.97,-10.872914688159586
2015-08-03,1169445.92,-0.08472001076941871,1433561.97,-18.423762315625602
2015-09-01,1061587.88,-0.09223003659716056,1433561.97,-25.947541702714116
2015-10-08,1057491.1,-0.003859105851886535,1433561.97,-26.233317977875757
2015-11-02,1108469.19,0.04820663738919406,1433561.97,-22.677274286231242
2015-12-01,1109484.13,0.0009156231036064888,1433561.97,-22.606475812133887
2016-01-04,1116403.56,0.006236619175436164,1433561.97,-22.123801875129256
2016-02-01,1085951.79,-0.02727666866271905,1433561.97,-24.24800512809362
2016-03-01,1098962.01,0.011980476591875178,1433561.97,-23.3404601267429
2016-04-01,1119293.76,0.018500867013592215,1433561.97,-21.922192174224598
2016-05-03,1137923.3,0.01664401309625818,1433561.97,-20.62266411824526
2016-06-01,1131610.73,-0.005547447705834041,1433561.97,-21.063005738077724
2016-07-01,1144853.19,0.011702310387247783,1433561.97,-20.13926053018832
2016-08-01,1192562.4,0.04167277552853732,1433561.97,-16.81124186071985
2016-09-01,1203852.98,0.009467496208164894,1433561.97,-16.023652608474258
2016-10-10,1218065.63,0.011805968200535588,1433561.97,-15.032230521572787
2016-11-01,1218636.51,0.0004686775375151164,1433561.97,-14.992408036605486
2016-12-01,1255099.05,0.02992076776035546,1433561.97,-12.448915619601708
2017-01-03,1200831.85,-0.04323738433233615,1433561.97,-16.234395503669774
2017-02-03,1202762.35,0.0016076355736234227,1433561.97,-16.099730938035407
2017-03-01,1226091.83,0.019396583206981788,1433561.97,-14.47235238808685
2017-04-05,1238495.09,0.01011609383287393,1433561.97,-13.607146679539772
2017-05-02,1244430.12,0.004792130423383556,1433561.97,-13.193140858779884
2017-06-01,1259796.8,0.01234836713852605,1433561.97,-12.121217891961788
2017-07-03,1269721.27,0.007877833949093915,1433561.97,-11.428923438866057
2017-08-01,1289823.4,0.01583192348979079,1433561.97,-10.026672931341785
2017-09-01,1295774.69,0.0046140347585568176,1433561.97,-9.611532872903993
2017-10-09,1319952.78,0.01865917754575075,1433561.97,-7.924958416691252
2017-11-01,1345350.81,0.019241620143411575,1433561.97,-6.153285441856404
2017-12-01,1340988.94,-0.0032421803797034743,1433561.97,-6.457553418496453
2018-01-02,1370891.86,0.022299154831209922,1433561.97,-4.371635918885309
2018-02-01,1407039.24,0.026367783670405487,1433561.97,-1.8501279020397
2018-03-01,1369095.75,-0.026966902500885515,1433561.97,-4.496925933379769
2018-04-02,1317911.32,-0.03738557365326711,1433561.97,-8.06736314301083
2018-05-02,1326444.98,0.0064751397688882495,1433561.97,-7.472086470039385
2018-06-01,1405960.62,0.0599464291387346,1433561.97,-1.9253684582606456
2018-07-02,1403602.85,-0.001676981535940869,1433561.97,-2.0898378045003385
2018-08-01,1411855.95,0.005879939613972596,1433561.97,-1.514131963196541
2018-09-03,1423269.03,0.008083742537615235,1433561.97,-0.7179975623934798
2018-10-08,1397935.77,-0.017799347464196535,1433561.97,-2.485152420721648
2018-11-01,1342091.89,-0.0399473861377766,1433561.97,-6.380615691137514
2018-12-03,1361825.92,0.014703933573430694,1433561.97,-5.004042483074523
2019-01-02,1299644.67,-0.04566020449955899,1433561.97,-9.341577329928752
2019-02-01,1343303.53,0.03359292044032314,1433561.97,-6.2960961499278545
2019-03-01,1403650.85,0.04492455997640388,1433561.97,-2.086489501392108
2019-04-01,1425149.08,0.015315938432979959,1433561.97,-0.5868522028384948
2019-05-06,1334655.02,-0.06349796050810352,1433561.97,-6.899384335648917
2019-06-03,1334939.75,0.0002133360274627627,1433561.97,-6.879522620148748
2019-07-01,1413708.9,0.0590057716087935,1433561.97,-1.3848769997714228
2019-08-01,1382930.85,-0.02177113690095589,1433561.97,-3.531840343114001
2019-09-02,1410052.78,0.019611920581567688,1433561.97,-1.6399144572731617
2019-10-08,1388448.27,-0.01532177398352419,1433561.97,-3.146965456958928
2019-11-01,1396745.94,0.005976218328969551,1433561.97,-2.568150576706496
2019-12-02,1387547.79,-0.006585413808326446,1433561.97,-3.2097796232694376
2020-01-02,1425669.49,0.02747415280017118,1433561.97,-0.5505503190768923
2020-02-03,1389947.91,-0.025056003688484707,1433561.97,-3.042356097099874
2020-03-02,1547093.47,0.11305859656280215,1547093.47,0.0
2020-04-01,1406677.55,-0.09076110960509709,1547093.47,-9.076110960509709
2020-05-06,1528105.93,0.08632282501416189,1547093.47,-1.2273039973467181
2020-06-01,1568403.99,0.026371247705321066,1568403.99,0.0
2020-07-01,1679296.64,0.07070413663000186,1679296.64,0.0
2020-08-03,1909259.51,0.13693999292465686,1909259.51,0.0
2020-09-01,1838000.87,-0.03732265814404656,1909259.51,-3.732265814404656
2020-10-09,1781672.13,-0.030646742838593033,1909259.51,-6.682558307644626
2020-11-02,1804711.68,0.0129314196546364,1909259.51,-5.475831308023715
2020-12-01,1832147.36,0.015202251032142788,1909259.51,-4.038851166963675
2021-01-04,2105591.47,0.14924788036700276,2105591.47,0.0
2021-02-01,2034733.65,-0.033652216495729026,2105591.47,-3.3652216495729026
2021-03-01,1970617.35,-0.03151090561656544,2105591.47,-6.410271029450931
2021-04-01,1886277.3,-0.042798796021967456,2105591.47,-10.415798749412685
2021-05-06,1990813.95,0.055419555756727856,2105591.47,-5.451082113283833
2021-06-01,2126596.74,0.0682046607117659,2126596.74,0.0
2021-07-01,2200027.74,0.03452981875632899,2200027.74,0.0
2021-08-02,2325061.33,0.056832733390898005,2325061.33,0.0
2021-09-01,2220077.73,-0.04515304548977217,2325061.33,-4.515304548977217
2021-10-08,2250188.08,0.013562745841335877,2325061.33,-3.220269892837624
2021-11-01,2376134.89,0.05597168126497243,2376134.89,0.0
2021-12-01,2409761.22,0.014151692372986524,2409761.22,0.0
2022-01-04,2219379.45,-0.07900441272766434,2409761.22,-7.900441272766434
2022-02-07,2111453.81,-0.04862874620200708,2409761.22,-12.37912733942993
2022-03-01,2231802.31,0.05699793167627942,2409761.22,-7.384918826106768
2022-04-01,2191766.19,-0.017938918613270904,2409761.22,-9.04633322964672
2022-05-05,2153188.86,-0.01760102431363819,2409761.22,-10.647210929886253
2022-06-01,2156914.48,0.0017302801761662767,2409761.22,-10.492605570273062
2022-07-01,2097366.1,-0.02760813214995894,2409761.22,-12.963737544087461
2022-08-01,2071093.75,-0.01252635388738288,2409761.22,-14.053984568645362
2022-09-01,2108379.54,0.01800294651075074,2409761.22,-12.506703050022526
2022-10-10,2058256.22,-0.023773385696960414,2409761.22,-14.586714944313039
2022-11-01,2019909.79,-0.018630542508454084,2409761.22,-16.17801078232972
2022-12-01,2160770.51,0.06973614400868855,2409761.22,-10.332588471151528
2023-01-03,2169680.06,0.004123320805595521,2409761.22,-9.962860967610732
2023-02-01,2299234.7,0.05971140279548881,2409761.22,-4.5866170922943095
2023-03-01,2317250.29,0.007835472385659292,2409761.22,-3.8390081652986408
2023-04-03,2394301.22,0.03325101752387738,2409761.22,-0.641557340689547
2023-05-04,2278841.68,-0.04822264593759007,2409761.22,-5.43288434195982
2023-06-01,2222906.62,-0.024545390972487424,2409761.22,-7.754071168926857
2023-07-03,2115724.85,-0.048216946692974494,2409761.22,-12.20188820201863
2023-08-01,2024684.96,-0.043030118023144714,2409761.22,-15.979851314895022
2023-09-01,1973578.3,-0.025241783788427008,2409761.22,-18.10066974187592
2023-10-09,1908537.08,-0.03295598659551535,2409761.22,-20.799742972044342
2023-11-01,1861905.25,-0.024433284785852827,2409761.22,-22.73486540712113
2023-12-01,1934419.68,0.03894635884398512,2409761.22,-19.725669749138063
2024-01-02,1952081.8,0.0091304488796351,2409761.22,-18.992729080435623
2024-02-01,1915952.41,-0.018508133214499622,2409761.22,-20.492022441957968
2024-03-01,2012202.21,0.0502360076887296,2409761.22,-16.497859070036835
2024-04-01,2044251.54,0.015927489712875387,2409761.22,-15.167879579371778
2024-05-06,1977279.17,-0.032761315664705415,2409761.22,-17.94709145497827
2024-06-03,2010988.93,0.01704855870200661,2409761.22,-16.548207626978083
2024-07-01,2115463.96,0.05195206619063786,2409761.22,-12.212714585887486
2024-08-01,2038931.6,-0.03617757685647349,2409761.22,-15.388645850977722
2024-09-02,1955195.85,-0.041068444865928755,2409761.22,-18.86350258387842
2024-10-08,2204198.13,0.12735413692699882,2409761.22,-8.530433982168583
2024-11-01,2299103.6,0.043056687467564636,2409761.22,-4.592057465345056
2024-12-02,2314134.2,0.006537591433461332,2409761.22,-3.9683193175463205
2025-01-02,2160025.81,-0.06659440493986912,2409761.22,-10.36349194796985
2025-02-05,2225438.78,0.030283420548572026,2409761.22,-7.648991878124766
2025-03-03,2335156.87,0.04930177859127638,2409761.22,-3.0959229230189123
2025-04-01,2258608.96,-0.03278062856650832,2409761.22,-6.272499480259719
2025-05-06,2234523.97,-0.010663638738066306,2409761.22,-7.271975685624154
2025-06-03,2201830.44,-0.014631093887974789,2409761.22,-8.628688115414196
2025-07-01,2185090.54,-0.0076027198533961116,2409761.22,-9.323358602309995
2025-08-01,2300825.98,0.05296597000506886,2409761.22,-4.520582333879542
2025-09-01,2488662.14,0.08163857746425496,2488662.14,0.0
2025-10-09,2460345.8,-0.011378137491978024,2488662.14,-1.1378137491978024
2025-11-03,2387785.61,-0.029491866549815837,2488662.14,-4.053444152929508
2025-12-01,2375690.18,-0.005065542714280613,2488662.14,-4.539465529860953
2026-01-05,2517241.7,0.05958332496032792,2517241.7,0.0
2026-02-02,2556270.46,0.015504573915170683,2556270.46,0.0
2026-03-02,2690086.45,0.05234813455537113,2690086.45,0.0
2026-04-01,2421274.86,-0.09992674770730892,2690086.45,-9.992674770730892
2026-05-06,2486994.46,0.02714256075826116,2690086.45,-7.549645477006894
2026-06-01,2364572.39,-0.04922490659669576,2690086.45,-12.100505543232632
2026-07-01,2236934.03,-0.05397946814392107,2690086.45,-16.84527350412848
2026-07-14,1747638.83,-0.218734747398876,2690086.45,-35.03410159922555
