entry_date,exit_date,symbol,size,entry_price,exit_price,pnl
2015-02-02,2015-03-02,510660,161894,1.235,1.275,6353.85
2015-02-02,2015-04-01,510160,409713,0.488,0.594,43296.59
2015-02-02,2015-04-01,510230,180304,1.1089,1.268,28557.8
2015-02-02,2015-05-04,159905,194116,1.03,1.394,70517.06
2015-03-02,2015-05-04,510900,35476,1.163,1.414,8877.05
2015-04-01,2015-07-01,513500,218663,0.5824,0.5804,-513.6
2015-02-02,2015-08-03,513100,751936,0.2659,0.2991,24836.82
2015-05-04,2015-08-03,159902,34399,4.085,3.755,-11432.58
2015-04-01,2015-09-01,518800,53870,2.364,2.333,-1745.88
2015-08-03,2015-09-01,510900,146775,1.08,0.983,-14328.01
2015-08-03,2015-10-08,510170,318181,0.4982,0.4126,-27323.23
2015-09-01,2015-10-08,159901,79819,1.8676,1.8118,-4542.01
2015-05-04,2015-11-02,510160,181789,0.773,0.527,-44790.99
2015-10-08,2015-11-02,510230,143256,1.0093,1.0523,6071.41
2015-11-02,2015-12-01,510170,320381,0.4246,0.4297,1551.83
2015-07-01,2016-01-04,159905,79021,1.388,1.235,-12152.39
2015-12-01,2016-01-04,510230,98982,1.1026,1.1539,5010.77
2016-01-04,2016-02-01,510160,243238,0.533,0.419,-27798.6
2015-10-08,2016-03-01,510900,140650,1.028,0.819,-29473.78
2016-02-01,2016-03-01,159902,33455,2.934,2.801,-4507.07
2015-09-01,2016-05-03,510660,105648,1.411,1.355,-6003.95
2015-11-02,2016-06-01,159928,397411,0.3423,0.3354,-2822.93
2016-03-01,2016-08-01,513100,420567,0.286,0.3405,22841.86
2016-05-03,2016-09-01,513600,56366,1.788,2.038,14026.8
2016-08-01,2016-10-10,513660,119893,0.9545,1.097,17010.96
2016-06-01,2016-11-01,513030,119719,0.896,0.922,3047.4
2016-10-10,2016-12-01,513600,56356,2.092,2.098,267.3
2016-11-01,2017-01-03,159905,97472,1.194,1.175,-1921.24
2016-01-04,2017-04-05,518800,58663,2.21,2.776,33115.51
2016-03-01,2017-05-02,513500,200570,0.5997,0.7913,38345.51
2016-09-01,2017-05-02,159941,433757,0.264,0.342,33754.19
2017-01-03,2017-05-02,513030,118294,0.983,1.084,11874.34
2017-05-02,2017-06-01,510900,166193,1.128,1.15,3542.67
2017-05-02,2017-07-03,159928,450315,0.4163,0.4587,18975.15
2017-06-01,2017-07-03,159941,344037,0.329,0.315,-4882.99
2016-12-01,2017-09-01,513100,334878,0.3486,0.4043,18577.07
2017-04-05,2017-10-09,512010,337480,0.3721,0.4008,9607.42
2017-07-03,2017-11-01,510230,126357,1.2148,1.3392,15622.0
2017-07-03,2017-11-01,513660,133338,1.1512,1.264,14943.92
2017-05-02,2017-12-01,510160,334761,0.56,0.625,21640.46
2017-11-01,2018-01-02,510660,88451,1.87,1.89,1669.25
2017-12-01,2018-01-02,512010,342384,0.412,0.4399,9465.01
2017-10-09,2018-03-01,159905,79406,1.541,1.728,14771.05
2018-03-01,2018-04-02,159901,55476,2.4019,2.3676,-1982.2
2017-09-01,2018-05-02,159928,249919,0.4768,0.5491,17992.23
2017-11-01,2018-07-02,513600,65897,2.51,2.54,1877.08
2018-01-02,2018-08-01,510230,131609,1.3401,1.1961,-19051.83
2018-05-02,2018-08-01,510660,66522,2.01,1.96,-3405.33
2018-01-02,2018-09-03,513660,125574,1.4045,1.2756,-16287.45
2018-04-02,2018-11-01,512010,275397,0.4824,0.3891,-25766.54
2018-09-03,2018-12-03,513030,120772,1.109,1.016,-11308.79
2018-11-01,2018-12-03,513660,108928,1.1803,1.258,8384.03
2018-08-01,2019-03-01,159941,419420,0.405,0.385,-8487.8
2018-12-03,2019-03-01,512800,320104,0.4835,0.5242,12931.46
2019-03-01,2019-04-01,518880,56129,2.827,2.789,-2227.47
2018-12-03,2019-05-06,518800,57216,2.705,2.775,3911.06
2019-04-01,2019-05-06,159941,315454,0.401,0.432,9700.24
2019-05-06,2019-06-03,518880,57245,2.798,2.906,6084.5
2019-06-03,2019-07-01,512800,252547,0.5122,0.5443,8026.71
2019-03-01,2019-08-01,510810,178691,0.888,0.965,13659.87
2018-07-02,2019-09-02,513100,293407,0.4786,0.5544,22149.32
2018-08-01,2019-09-02,513500,188300,0.9021,0.9885,16162.32
2019-08-01,2019-12-02,513030,136370,1.021,1.106,11504.43
2019-09-02,2019-12-02,518880,51714,3.502,3.271,-12051.01
2019-09-02,2020-01-02,512800,350504,0.5167,0.5745,20144.39
2019-12-02,2020-01-02,513600,67299,2.565,2.707,9450.02
2019-12-02,2020-01-02,159928,231273,0.7464,0.7773,7040.62
2019-07-01,2020-02-03,518800,43292,3.025,3.48,19613.38
2020-01-02,2020-03-02,518880,64125,3.371,3.549,11281.13
2020-02-03,2020-03-02,512800,231725,0.5031,0.5147,2617.26
2019-05-06,2020-04-01,159905,89431,1.791,1.754,-3404.06
2020-03-02,2020-04-01,513050,113621,1.431,1.425,-779.08
2020-01-02,2020-05-06,159941,436703,0.495,0.536,17769.75
2020-03-02,2020-05-06,512010,325446,0.4996,0.5421,13729.75
2020-04-01,2020-05-06,513600,69694,2.314,2.385,4850.03
2020-05-06,2020-06-01,159928,254577,0.8329,0.8679,8780.3
2020-05-06,2020-06-01,513050,143851,1.474,1.585,15835.45
2020-06-01,2020-07-01,510900,152447,1.145,1.141,-714.34
2020-06-01,2020-07-01,159941,329965,0.529,0.555,8471.79
2020-07-01,2020-08-03,513500,169852,1.0368,1.0886,8690.03
2020-07-01,2020-08-03,159928,185508,0.9493,1.1387,35019.01
