entry_date,exit_date,symbol,size,entry_price,exit_price,pnl
2015-02-02,2015-03-02,513100,375968,0.2659,0.2839,6705.41
2015-02-02,2015-03-02,159901,53164,1.8804,2.0336,8082.3
2015-02-02,2015-04-01,510160,204856,0.488,0.594,21648.24
2015-02-02,2015-04-01,159905,97058,1.03,1.24,20316.08
2015-02-02,2015-04-01,159928,336146,0.2974,0.3484,17078.32
2015-03-02,2015-04-01,510660,16841,1.275,1.5,3775.2
2015-02-02,2015-05-04,510900,89258,1.12,1.414,26174.0
2015-02-02,2015-05-04,510170,223097,0.4481,0.6165,37498.28
2015-04-01,2015-05-04,159901,24447,2.2741,2.5845,7552.72
2015-05-04,2015-06-01,159902,16164,4.085,5.13,16846.69
2015-05-04,2015-06-01,159939,88407,0.7469,1.344,52732.36
2015-05-04,2015-06-01,159905,47368,1.394,1.392,-134.33
2015-02-02,2015-07-01,510230,90152,1.1089,1.3363,20434.43
2015-02-02,2015-07-01,513500,177377,0.5636,0.5804,2919.06
2015-03-02,2015-07-01,518800,8711,2.465,2.31,-1362.68
2015-04-01,2015-07-01,513100,199269,0.279,0.2815,464.67
2015-04-01,2015-07-01,513600,28192,1.972,2.097,3489.59
2015-07-01,2015-08-03,159902,20513,4.238,3.755,-9956.97
2015-07-01,2015-08-03,510660,48137,1.806,1.578,-11024.1
2015-07-01,2015-08-03,159901,33810,2.5713,2.2182,-11986.89
2015-07-01,2015-08-03,159928,212453,0.4092,0.3579,-10947.73
2015-02-02,2015-09-01,513030,104900,0.953,0.875,-8239.73
2015-08-03,2015-09-01,518800,34096,2.166,2.333,5648.01
2015-08-03,2015-09-01,513600,37450,1.972,1.8,-6483.78
2015-04-01,2015-10-08,513660,56089,0.9912,0.9174,-4171.48
2015-06-01,2015-10-08,510160,97428,0.749,0.496,-24685.67
2015-08-03,2015-10-08,510230,66725,1.1068,1.0093,-6548.05
2015-06-01,2015-11-02,510170,114129,0.6394,0.4246,-24551.34
2015-07-01,2015-11-02,159939,112002,0.7762,0.6005,-19725.01
2015-09-01,2015-11-02,159901,36502,1.8676,2.0209,5553.18
2015-09-01,2015-11-02,159902,21498,3.171,3.6,9178.97
2015-09-01,2015-11-02,510660,48314,1.411,1.55,6672.73
2015-10-08,2015-11-02,513030,75970,0.848,0.892,3303.02
2015-08-03,2015-12-01,159905,63941,1.155,1.056,-6372.57
2015-10-08,2015-12-01,513100,227081,0.2837,0.3108,6113.4
2015-11-02,2015-12-01,510230,81748,1.0523,1.1026,4059.08
2015-11-02,2015-12-01,513500,139649,0.616,0.619,367.21
2015-10-08,2016-01-04,159928,189758,0.3395,0.3696,5671.35
2015-11-02,2016-01-04,518800,37239,2.31,2.21,-3774.4
2015-12-01,2016-01-04,510660,43186,1.525,1.7,7515.77
2015-12-01,2016-01-04,510170,153267,0.4297,0.4468,2580.56
2015-12-01,2016-01-04,512010,208414,0.316,0.3395,4856.74
2015-06-01,2016-02-01,510900,55241,1.321,0.851,-25999.27
2015-11-02,2016-02-01,513660,93667,0.9184,0.8417,-7233.72
2015-11-02,2016-02-01,513600,46249,1.86,1.689,-7957.82
2015-12-01,2016-02-01,159941,263436,0.25,0.23,-5306.65
2016-01-04,2016-02-01,513030,83244,0.913,0.839,-6203.81
2016-01-04,2016-02-01,513500,121176,0.6272,0.5916,-4358.17
2016-01-04,2016-02-01,513100,240437,0.3161,0.2876,-6896.0
2016-02-01,2016-03-01,510170,248174,0.3445,0.3759,7739.03
2016-01-04,2016-04-01,512070,119425,0.6364,0.5489,-10492.15
2016-01-04,2016-04-01,510230,65865,1.1539,1.0381,-7670.48
2016-02-01,2016-04-01,159939,169366,0.5048,0.5541,8295.94
2016-02-01,2016-04-01,159902,29139,2.934,3.2,7697.35
2016-02-01,2016-04-01,510660,66846,1.279,1.401,8101.47
2016-02-01,2016-04-01,159901,48099,1.7775,1.8995,5815.02
2016-02-01,2016-04-01,512010,282631,0.3025,0.2986,-1153.23
2016-03-01,2016-04-01,159928,117200,0.2984,0.3344,4196.95
2016-04-01,2016-05-03,518800,37121,2.543,2.678,4953.19
2016-04-01,2016-05-03,513500,152749,0.618,0.6292,1653.64
2016-04-01,2016-05-03,159941,396635,0.238,0.238,-56.64
2016-04-01,2016-05-03,513600,54066,1.746,1.788,2213.45
2016-04-01,2016-05-03,510170,247312,0.3817,0.3909,2217.95
2016-04-01,2016-05-03,513660,107847,0.8753,0.8813,590.25
2016-04-01,2016-05-03,513030,108880,0.867,0.905,4079.56
2016-04-01,2016-06-01,513100,314559,0.3001,0.3083,2521.97
2016-05-03,2016-06-01,159939,160676,0.5385,0.5482,1506.18
2016-05-03,2016-06-01,512070,163685,0.5286,0.5438,2435.35
2016-05-03,2016-06-01,159928,262751,0.3293,0.3354,1550.39
2016-05-03,2016-07-01,510660,63855,1.355,1.395,2501.52
2016-05-03,2016-07-01,159902,27696,3.124,3.288,4488.87
2016-05-03,2016-07-01,159901,46413,1.8642,1.9097,2059.24
2016-05-03,2016-07-01,512010,303806,0.2848,0.3054,6204.61
2016-06-01,2016-07-01,510170,164302,0.3783,0.3885,1638.08
2016-06-01,2016-07-01,518800,24327,2.555,2.816,6310.15
2015-11-02,2016-08-01,510160,163234,0.527,0.47,-9353.16
2016-07-01,2016-08-01,513100,286932,0.302,0.3405,10991.58
2016-07-01,2016-08-01,159941,353687,0.245,0.259,4898.14
2016-07-01,2016-08-01,513500,132174,0.6556,0.7217,8682.09
2016-07-01,2016-08-01,513600,47585,1.821,1.935,5371.07
2016-07-01,2016-08-01,513660,97659,0.8873,0.9545,6508.72
2016-02-01,2016-09-01,159905,85070,1.005,1.197,16277.24
2016-06-01,2016-09-01,510900,69062,0.9,1.022,8385.74
2016-07-01,2016-09-01,510230,83828,1.0337,1.1058,5990.19
2016-08-01,2016-09-01,159939,159066,0.5614,0.5736,1886.44
2016-08-01,2016-09-01,159902,27664,3.228,3.347,3237.45
2016-08-01,2016-09-01,512070,164607,0.5425,0.5742,5162.9
2016-08-01,2016-09-01,159901,46415,1.9239,2.0238,4581.89
2016-08-01,2016-10-10,518800,31234,2.859,2.707,-4799.72
2016-09-01,2016-10-10,513500,139225,0.7141,0.7364,3044.13
2016-09-01,2016-10-10,159941,376595,0.264,0.27,2199.24
2016-09-01,2016-10-10,513100,300366,0.331,0.3351,1171.48
2016-09-01,2016-10-10,510660,65194,1.525,1.526,5.52
2016-08-01,2016-11-01,510170,220711,0.4046,0.4107,1292.35
2016-09-01,2016-11-01,159928,266974,0.3724,0.3706,-540.06
2016-09-01,2016-11-01,510160,207559,0.479,0.495,3260.3
2016-10-10,2016-11-01,512070,139663,0.5634,0.5807,2368.23
2016-10-10,2016-11-01,510230,72057,1.092,1.1026,716.36
2016-10-10,2016-12-01,510810,79082,0.995,1.026,2403.59
2016-11-01,2016-12-01,513100,249423,0.3392,0.3486,2293.11
2016-11-01,2016-12-01,510900,81116,1.043,1.095,4166.0
2016-06-01,2017-01-03,513030,69370,0.896,0.983,5996.09
2016-11-01,2017-01-03,518800,30510,2.773,2.622,-4656.39
2016-11-01,2017-01-03,513600,41351,2.046,2.024,-960.21
2016-11-01,2017-01-03,513660,81601,1.0368,1.0042,-2710.16
2016-12-01,2017-01-03,510660,43771,1.553,1.5,-2359.95
2016-12-01,2017-01-03,159928,178747,0.3803,0.3717,-1577.55
2016-12-01,2017-01-03,512010,198533,0.3424,0.3416,-199.57
2017-01-03,2017-02-03,512070,173497,0.5702,0.5742,634.42
2017-01-03,2017-02-03,510160,185955,0.532,0.549,3100.93
2017-01-03,2017-02-03,510230,90049,1.0986,1.1386,3541.52
2016-10-10,2017-03-01,159902,24019,3.276,3.181,-2328.33
2017-01-03,2017-03-01,159905,84194,1.175,1.249,6169.13
2017-01-03,2017-03-01,159901,51210,1.9318,1.9984,3350.21
2017-01-03,2017-03-01,513500,135647,0.7293,0.7695,5392.02
2017-02-03,2017-03-01,159941,190140,0.316,0.325,1674.7
2016-10-10,2017-04-05,159939,138948,0.5663,0.5385,-3908.81
2017-02-03,2017-04-05,512010,174816,0.3437,0.3721,4927.23
2017-02-03,2017-04-05,510660,39529,1.52,1.614,3678.56
2017-03-01,2017-04-05,513030,87127,0.999,1.054,4738.32
2017-03-01,2017-05-02,512070,150588,0.578,0.5614,-2551.23
2017-03-01,2017-05-02,518800,31536,2.76,2.798,1145.78
2017-04-05,2017-05-02,513500,91327,0.7999,0.7913,-829.01
2017-04-05,2017-05-02,159941,226169,0.323,0.342,4252.09
2017-03-01,2017-06-01,510230,76444,1.1386,1.1734,2607.23
2017-03-01,2017-06-01,510160,154326,0.564,0.56,-669.34
2017-04-05,2017-06-01,510900,64250,1.137,1.15,791.17
2017-05-02,2017-06-01,159928,182685,0.4163,0.4214,885.78
2016-09-01,2017-07-03,159949,104764,0.949,0.732,-22786.62
2017-01-03,2017-07-03,510810,100332,0.986,1.022,3551.51
2017-04-05,2017-07-03,510170,172824,0.4227,0.4191,-665.81
2017-05-02,2017-07-03,159939,145331,0.5233,0.5258,317.59
2017-05-02,2017-07-03,159902,23953,3.175,3.338,3857.54
2017-05-02,2017-07-03,159901,37488,2.0287,2.1913,6048.09
2017-06-01,2017-07-03,159905,58094,1.348,1.462,6573.74
2017-06-01,2017-07-03,510660,47838,1.637,1.702,3061.55
2017-06-01,2017-08-01,513500,100708,0.7776,0.7801,204.71
2017-07-03,2017-08-01,159941,357460,0.315,0.324,3148.61
2017-07-03,2017-08-01,513100,286295,0.3933,0.4051,3309.71
2017-07-03,2017-08-01,510900,99734,1.129,1.192,6213.8
2017-07-03,2017-08-01,513660,97811,1.1512,1.2023,4929.08
2017-07-03,2017-08-01,513600,49041,2.296,2.425,6256.83
2017-07-03,2017-08-01,510230,92690,1.2148,1.2854,6474.39
2017-06-01,2017-09-01,518800,28271,2.77,2.779,207.38
2017-08-01,2017-09-01,159949,146963,0.687,0.747,8754.56
2017-08-01,2017-09-01,510660,61563,1.64,1.684,2647.38
2017-08-01,2017-09-01,159939,196964,0.5126,0.5438,6082.85
2017-08-01,2017-09-01,159928,222094,0.4546,0.4768,4868.43
2017-08-01,2017-09-01,159905,68776,1.468,1.489,1383.28
