entry_date,exit_date,symbol,size,entry_price,exit_price,pnl
2015-02-02,2015-03-02,510660,80947,1.235,1.275,3176.93
2015-03-02,2015-04-01,513500,17347,0.5946,0.5824,-217.76
2015-02-02,2015-09-01,510900,89258,1.12,0.983,-12284.66
2015-02-02,2016-02-01,510230,90152,1.1089,0.9542,-14002.31
2015-02-02,2016-02-01,510170,223097,0.4481,0.3445,-23165.9
2015-02-02,2016-03-01,510160,204856,0.488,0.409,-16238.75
2016-02-01,2016-03-01,513030,38745,0.839,0.82,-755.44
2016-03-01,2016-04-01,159939,76925,0.4882,0.5541,5045.3
2015-02-02,2016-05-03,159901,53164,1.8804,1.8642,-920.98
2015-02-02,2016-06-01,159902,35703,2.8,3.162,12860.63
2015-04-01,2016-07-01,510660,6862,1.5,1.395,-726.47
2016-06-01,2016-08-01,510230,44768,1.0718,1.0521,-910.45
2016-07-01,2016-08-01,510900,47362,0.932,0.967,1630.69
2015-02-02,2016-09-01,159928,336146,0.2974,0.3724,25143.4
2016-08-01,2016-09-01,510660,32522,1.507,1.525,555.81
2016-05-03,2016-10-10,513030,45059,0.905,0.912,290.85
2016-09-01,2016-10-10,510230,51254,1.1058,1.092,-741.1
2016-10-10,2016-11-01,512070,97696,0.5634,0.5807,1656.61
2016-11-01,2016-12-01,513030,53908,0.922,0.912,-568.74
2015-02-02,2017-01-03,159905,97058,1.03,1.175,14009.21
2016-09-01,2017-02-03,512010,168380,0.3366,0.3437,1161.13
2016-02-01,2017-03-01,518800,13874,2.343,2.76,5764.22
2017-03-01,2017-04-05,159905,43600,1.249,1.29,1754.39
2017-02-03,2017-05-02,510160,102468,0.549,0.56,1093.06
2016-10-10,2017-06-01,159928,150265,0.3663,0.4214,8244.09
2015-09-01,2017-07-03,513500,30825,0.585,0.772,5751.73
2017-01-03,2017-07-03,513030,57049,0.983,1.103,6810.18
2017-04-05,2017-08-01,512010,146821,0.3721,0.3909,2726.63
2017-07-03,2017-08-01,510660,34567,1.702,1.64,-2177.81
2016-12-01,2017-09-01,510900,45339,1.095,1.214,5363.93
2017-08-01,2017-09-01,513030,52961,1.104,1.092,-670.42
2016-03-01,2017-10-09,513600,22746,1.651,2.445,18032.37
2016-04-01,2017-10-09,513660,39191,0.8753,1.2319,13950.74
2017-06-01,2017-12-01,510160,99538,0.56,0.625,6434.58
2017-08-01,2017-12-01,510170,118335,0.4941,0.4869,-886.84
2017-09-01,2017-12-01,512070,83270,0.6972,0.7279,2520.79
2016-08-01,2018-01-02,159941,189235,0.259,0.354,17942.52
2017-10-09,2018-01-02,513030,49674,1.144,1.151,313.52
2017-12-01,2018-01-02,510900,50837,1.249,1.239,-546.31
2018-01-02,2018-02-01,510660,33413,1.89,1.88,-371.92
2018-01-02,2018-03-01,512070,90319,0.6992,0.6567,-3875.3
2018-02-01,2018-03-01,510900,35804,1.41,1.255,-5578.25
2015-02-02,2018-04-02,513100,375968,0.2659,0.4279,60828.56
2018-01-02,2018-05-02,159901,25664,2.4606,2.2403,-5689.97
2018-04-02,2018-05-02,512070,96248,0.6313,0.6104,-2047.44
2017-09-01,2018-06-01,510230,43579,1.3322,1.2179,-5014.42
2018-05-02,2018-06-01,510900,52915,1.253,1.245,-462.97
2018-06-01,2018-07-02,159901,28819,2.253,2.0929,-4651.5
2017-05-02,2018-08-01,159905,43852,1.252,1.48,9962.31
2018-03-01,2018-09-03,513050,36649,1.524,1.33,-7141.28
2018-08-01,2018-10-08,513030,51188,1.146,1.09,-2900.86
2017-07-03,2018-11-01,159928,128263,0.4587,0.4383,-2651.08
2018-03-01,2018-11-01,510660,30604,1.825,1.571,-7804.6
2018-11-01,2018-12-03,510230,50382,1.2336,1.2107,-1190.69
2018-12-03,2019-01-02,513030,54938,1.016,0.931,-4701.82
2017-10-09,2019-02-01,512010,141786,0.4008,0.3479,-7532.33
2019-01-02,2019-02-01,510810,72635,0.762,0.79,1999.96
2018-09-03,2019-03-01,510900,49120,1.174,1.224,2420.66
2018-10-08,2019-03-01,512800,118021,0.487,0.5242,4354.58
2019-02-01,2019-03-01,513030,63063,0.959,0.983,1476.77
2017-12-01,2019-04-01,513660,49236,1.2896,1.3217,1541.9
2017-12-01,2019-04-01,513600,24563,2.585,2.613,649.46
2019-03-01,2019-04-01,159939,141012,0.4735,0.5243,7121.2
2018-11-01,2019-05-06,518800,23079,2.693,2.775,1854.62
2019-02-01,2019-05-06,518880,21302,2.839,2.798,-909.41
2019-05-06,2019-06-03,510810,61503,0.964,0.917,-2925.35
2019-05-06,2019-06-03,510300,18384,3.225,3.092,-2479.91
