entry_date,exit_date,symbol,size,entry_price,exit_price,pnl
2015-02-02,2015-04-01,510660,161894,1.235,1.5,42769.08
2015-02-02,2015-04-01,159905,194116,1.03,1.24,40632.17
2015-02-02,2015-06-01,510900,178517,1.12,1.321,35751.19
2015-06-01,2015-07-01,510660,52801,1.991,1.806,-9828.33
2015-04-01,2015-08-03,159902,25981,3.72,3.755,851.07
2015-02-02,2015-09-01,513100,751936,0.2659,0.2846,13937.02
2015-02-02,2015-09-01,513500,354755,0.5636,0.585,7469.52
2015-08-03,2015-10-08,159905,88337,1.155,0.97,-16398.66
2015-10-08,2015-11-02,513100,411192,0.2837,0.3058,9014.62
2015-09-01,2015-12-01,510170,394671,0.4203,0.4297,3609.27
2015-09-01,2016-01-04,510660,117562,1.411,1.7,33865.7
2015-12-01,2016-01-04,159905,121840,1.056,1.235,21725.62
2016-01-04,2016-03-01,513500,275757,0.6272,0.5997,-7684.82
2016-01-04,2016-03-01,513030,189435,0.913,0.82,-17715.94
2016-03-01,2016-04-01,513660,206591,0.8126,0.8753,12848.64
2015-11-02,2016-07-01,159928,346063,0.3423,0.3507,2834.98
2016-04-01,2016-07-01,513100,456081,0.3001,0.302,784.17
2016-03-01,2016-08-01,513600,101681,1.651,1.935,28768.02
2015-07-01,2016-09-01,510900,83532,1.235,1.022,-17848.88
2016-08-01,2016-09-01,513660,142585,0.9545,1.0012,6575.06
2016-07-01,2016-10-10,513500,246011,0.6556,0.7364,19774.95
2016-09-01,2016-12-01,159928,414813,0.3724,0.3803,3183.35
2016-09-01,2016-12-01,513600,75798,2.038,2.098,4453.83
2016-12-01,2017-02-03,513500,196569,0.8467,0.7354,-21971.43
2017-02-03,2017-03-01,510230,113081,1.1386,1.1386,-77.25
2017-03-01,2017-04-05,513500,167302,0.7695,0.7999,5007.21
2016-07-01,2017-05-02,513030,187540,0.86,1.084,41899.59
2016-10-10,2017-05-02,159941,477395,0.27,0.342,34284.79
2016-12-01,2017-07-03,513100,477438,0.3486,0.3933,21235.22
2017-04-05,2017-08-01,512010,348671,0.3721,0.3909,6475.2
2017-08-01,2017-09-01,513100,351169,0.4051,0.4043,-366.21
2017-07-03,2017-10-09,513660,124886,1.1512,1.2319,9989.02
2017-05-02,2017-11-01,510230,161891,1.0937,1.3392,39626.08
2017-09-01,2017-11-01,159928,298207,0.4768,0.5626,25493.17
2017-05-02,2017-12-01,510160,316180,0.56,0.625,20439.3
2017-12-01,2018-01-02,510900,124083,1.249,1.239,-1333.45
2017-10-09,2018-02-01,510660,83381,1.733,1.88,12166.63
2017-11-01,2018-03-01,510810,180552,1.066,0.955,-20150.74
2018-02-01,2018-04-02,510900,110002,1.41,1.225,-20437.33
2018-03-01,2018-04-02,513660,122044,1.2991,1.2575,-5170.64
2015-04-01,2018-05-02,518800,40884,2.364,2.67,12448.76
2018-04-02,2018-05-02,512010,382355,0.4824,0.4806,-798.7
2017-11-01,2018-06-01,513600,76680,2.51,2.59,6017.08
2018-01-02,2018-08-01,510230,115449,1.3401,1.1961,-16712.5
2018-05-02,2018-08-01,510660,84187,2.01,1.96,-4309.62
2018-05-02,2018-09-03,513660,133294,1.2695,1.2756,711.32
2018-06-01,2018-11-01,518800,53093,2.66,2.693,1666.81
2018-09-03,2019-01-02,159941,318994,0.433,0.355,-24956.94
2018-08-01,2019-02-01,513030,151452,1.146,0.959,-28417.17
2018-11-01,2019-02-01,510230,112742,1.2336,1.0805,-17339.07
2019-02-01,2019-03-01,512100,118449,1.355,1.667,36848.7
2019-01-02,2019-04-01,518800,47718,2.806,2.766,-1988.49
2019-02-01,2019-05-06,159901,92378,1.7374,2.1546,38432.24
2019-04-01,2019-05-06,512100,71997,1.875,1.686,-13684.35
2019-05-06,2019-07-01,512800,325038,0.5293,0.5443,4770.88
2018-08-01,2019-08-01,513100,341059,0.5089,0.5503,14011.47
2019-03-01,2019-08-01,510810,152890,0.888,0.965,11687.54
2018-04-02,2019-10-08,513500,235807,0.7822,0.9982,50808.36
2019-10-08,2019-11-01,510660,83800,1.835,1.893,4766.68
2019-07-01,2019-12-02,518800,45814,3.025,3.241,9809.7
2019-08-01,2019-12-02,513030,174216,1.021,1.106,14697.19
2019-11-01,2020-01-02,512800,278335,0.5559,0.5745,5082.64
2019-05-06,2020-02-03,159905,96059,1.791,1.836,4218.13
2020-01-02,2020-02-03,518800,43963,3.347,3.48,5757.04
2019-12-02,2020-03-02,510170,496954,0.3863,0.4111,12205.58
2020-02-03,2020-04-01,159941,380018,0.483,0.441,-16066.1
2020-02-03,2020-04-01,512800,364835,0.5031,0.487,-5982.21
2020-03-02,2020-04-01,513050,105495,1.431,1.425,-723.36
2020-04-01,2020-05-06,513030,271731,0.809,0.88,19155.21
2020-04-01,2020-05-06,510160,416346,0.528,0.534,2365.43
2020-05-06,2020-06-01,512800,358471,0.5026,0.4986,-1541.55
2020-05-06,2020-07-01,512950,194355,0.927,0.942,2806.35
2020-06-01,2020-07-01,510160,274477,0.524,0.542,4852.81
2020-04-01,2020-08-03,510900,200575,1.096,1.169,14505.68
2020-07-01,2020-10-09,518880,46155,3.93,3.962,1367.68
2020-08-03,2020-12-01,512800,296178,0.5257,0.5911,19270.81
2019-08-01,2021-01-04,513600,67428,2.638,2.529,-7454.17
2020-12-01,2021-01-04,510810,169126,0.969,0.927,-7199.49
2021-01-04,2021-02-01,512950,166127,1.183,1.178,-948.3
2021-01-04,2021-02-01,512800,343580,0.572,0.6062,11628.99
2021-02-01,2021-03-01,510170,321618,0.6177,0.6613,13899.14
2021-02-01,2021-03-01,510810,220004,0.903,0.91,1420.37
2020-10-09,2021-04-01,510230,143593,1.122,1.167,6363.08
2021-03-01,2021-04-01,512950,170521,1.183,1.159,-4212.31
2020-07-01,2021-05-06,518800,46618,3.891,3.623,-12598.71
2021-04-01,2021-05-06,515080,147891,1.312,1.359,6832.37
2019-12-02,2021-06-01,513660,150378,1.2766,1.3593,12317.35
2021-04-01,2021-06-01,513600,71997,2.695,2.671,-1843.83
2021-03-01,2021-07-01,159981,183889,1.097,1.265,30763.05
2021-05-06,2021-08-02,513000,146990,1.295,1.202,-13780.18
2021-07-01,2021-08-02,518800,45533,3.571,3.659,3908.14
2021-08-02,2021-09-01,518880,53920,3.685,3.69,150.3
2021-05-06,2021-10-08,510880,69018,2.758,3.117,24655.82
2021-08-02,2021-10-08,512890,285730,0.6954,0.8176,34786.51
2021-06-01,2021-11-01,515080,134286,1.441,1.409,-4411.97
2021-10-08,2021-11-01,518880,60582,3.58,3.594,717.76
2021-10-08,2021-12-01,510160,286508,0.757,0.724,-9582.06
2021-06-01,2022-01-04,515450,161795,1.196,1.241,7162.49
2021-12-01,2022-03-01,510810,197820,0.851,0.864,2469.88
2021-11-01,2022-04-01,515100,152797,1.384,1.577,29354.09
2022-04-01,2022-05-05,512040,199757,0.938,0.8652,-14650.37
2021-11-01,2022-06-01,518890,57700,3.665,3.921,14639.89
2022-03-01,2022-06-01,518860,45576,3.818,3.9,3631.71
2021-09-01,2022-07-01,511380,14258,11.15,11.633,6789.16
2022-06-01,2022-08-01,512040,260293,0.8771,0.8871,2465.17
2022-08-01,2022-09-01,515100,120623,1.511,1.52,975.92
2022-01-04,2022-10-10,513500,118853,1.4708,1.21,-31092.45
2022-05-05,2022-10-10,512890,221420,0.833,0.835,332.04
2022-06-01,2022-10-10,512750,216401,1.055,1.021,-7492.41
2022-10-10,2022-11-01,516600,431413,0.593,0.567,-11366.87
2022-10-10,2022-11-01,515100,175706,1.456,1.422,-6125.71
2022-09-01,2023-01-03,511380,15797,11.55,10.957,-9474.28
2023-01-03,2023-02-01,560500,173710,0.894,0.961,11541.9
2022-10-10,2023-04-03,510160,385283,0.664,0.736,27578.56
2022-11-01,2023-04-03,510130,40176,5.007,5.55,21688.33
2022-07-01,2023-05-04,513800,174140,0.977,1.136,27577.87
2023-05-04,2023-06-01,513000,154065,1.142,1.215,11137.81
2022-11-01,2023-07-03,515300,188710,1.066,1.333,50249.76
2023-04-03,2023-07-03,518860,53439,4.254,4.357,5366.17
2023-06-01,2023-08-01,510810,220780,0.807,0.869,13577.35
2023-04-03,2023-09-01,511380,20149,11.282,11.362,1475.04
2023-07-03,2023-09-01,512890,262450,0.912,0.932,5103.81
2023-02-01,2023-10-09,512950,127925,1.232,1.235,289.1
2023-09-01,2023-10-09,515800,224085,1.072,0.938,-30162.51
2023-09-01,2023-11-01,510130,44485,5.4,5.111,-12996.44
2023-07-03,2024-01-02,515100,139484,1.716,1.275,-61637.6
2023-08-01,2024-01-02,515300,127513,1.427,1.268,-20377.66
2023-11-01,2024-01-02,562530,168982,1.042,1.016,-4497.86
