entry_date,exit_date,symbol,size,entry_price,exit_price,pnl
2015-02-02,2015-04-01,510170,446195,0.4481,0.5231,33334.62
2015-04-01,2015-06-01,159902,12541,3.72,5.13,17649.51
2015-02-02,2015-07-01,510230,180304,1.1089,1.3363,40868.87
2015-06-01,2015-07-01,510170,78483,0.6394,0.6092,-2399.58
2015-02-02,2015-08-03,159905,194116,1.03,1.155,24137.26
2015-02-02,2015-10-08,510160,409713,0.488,0.496,3156.76
2015-02-02,2015-10-08,159901,106328,1.8804,1.8118,-7411.88
2015-07-01,2015-11-02,159902,23091,4.238,3.6,-14786.35
2015-10-08,2015-11-02,159939,306898,0.5277,0.6005,22238.3
2015-08-03,2015-12-01,159928,289275,0.3579,0.3449,-3821.57
2015-07-01,2016-01-04,510660,54186,1.806,1.7,-5800.71
2015-12-01,2016-02-01,513030,120563,0.915,0.839,-9226.23
2016-01-04,2016-02-01,513600,57131,1.867,1.689,-10230.27
2016-02-01,2016-03-01,510660,97605,1.279,1.26,-1928.84
2016-02-01,2016-03-01,510230,130829,0.9542,0.9285,-3436.2
2016-03-01,2016-04-01,513030,150933,0.82,0.867,7017.46
2015-10-08,2016-05-03,513100,570850,0.2837,0.2942,5894.96
2016-03-01,2016-05-03,159941,540459,0.229,0.238,4788.41
2016-04-01,2016-05-03,510230,96729,1.0381,1.0352,-340.68
2016-05-03,2016-06-01,512070,301979,0.5286,0.5438,4492.93
2016-05-03,2016-06-01,159939,296427,0.5385,0.5482,2778.7
2016-05-03,2016-07-01,159905,152315,1.048,1.065,2492.8
2016-06-01,2016-08-01,513030,144146,0.896,0.9,498.92
2016-06-01,2016-08-01,513100,418925,0.3083,0.3405,13407.85
2016-07-01,2016-09-01,159941,448639,0.245,0.264,8455.63
2015-11-02,2016-10-10,518800,65204,2.31,2.707,25787.85
2015-11-02,2016-10-10,513500,244516,0.616,0.7364,29340.52
2016-10-10,2016-11-01,159928,432843,0.3663,0.3706,1765.54
2016-10-10,2016-11-01,512010,473144,0.3351,0.3385,1513.08
2016-08-01,2016-12-01,513600,73579,1.935,2.098,11904.35
2016-09-01,2016-12-01,510900,106751,1.022,1.095,7725.03
2016-11-01,2016-12-01,513100,469357,0.3392,0.3486,4315.11
2016-08-01,2017-01-03,513660,149162,0.9545,1.0042,7325.7
2016-12-01,2017-01-03,159928,479746,0.3803,0.3717,-4234.05
2016-12-01,2017-02-03,159905,141651,1.288,1.193,-13562.28
2017-01-03,2017-02-03,510900,131338,1.055,1.077,2805.43
2016-11-01,2017-03-01,513500,207461,0.7674,0.7695,340.01
2016-12-01,2017-03-01,512010,532848,0.3424,0.345,1275.52
2017-03-01,2017-04-05,513030,155922,0.999,1.054,8479.68
2017-03-01,2017-05-02,510900,137481,1.133,1.128,-780.66
2017-04-05,2017-05-02,513500,157905,0.7999,0.7913,-1433.36
2017-05-02,2017-06-01,159905,125414,1.252,1.348,11941.92
2017-01-03,2017-07-03,510160,260454,0.532,0.593,15799.79
2017-02-03,2017-08-01,159941,459456,0.316,0.324,3587.43
2017-02-03,2017-08-01,513100,398430,0.3644,0.4051,16124.12
2017-06-01,2017-08-01,513030,114800,1.115,1.104,-1339.22
2017-08-01,2017-09-01,512010,496209,0.3909,0.3815,-4779.35
2017-07-03,2017-10-09,513600,58046,2.296,2.445,8566.3
2017-08-01,2017-10-09,513660,161331,1.2023,1.2319,4657.58
2017-08-01,2017-11-01,159905,132130,1.468,1.654,24452.43
2017-09-01,2017-12-01,510170,221376,0.5214,0.4869,-7704.44
2017-11-01,2018-01-02,510230,104497,1.3392,1.3401,10.05
2017-10-09,2018-02-01,512070,232815,0.6891,0.733,10121.25
2018-01-02,2018-03-01,510170,275193,0.4898,0.4785,-3189.62
2018-02-01,2018-03-01,513660,103125,1.3764,1.2991,-8054.34
2017-10-09,2018-04-02,513050,107817,1.488,1.454,-3760.94
2018-03-01,2018-04-02,159901,69383,2.4019,2.3676,-2479.11
2018-03-01,2018-04-02,510900,132790,1.255,1.225,-4082.5
2017-12-01,2018-05-02,159905,80227,1.664,1.598,-5373.49
2017-05-02,2018-06-01,159928,377178,0.4163,0.6285,79918.95
2018-06-01,2018-07-02,513600,50509,2.59,2.54,-2603.18
2018-07-02,2018-08-01,159928,226645,0.5749,0.568,-1641.56
2018-04-02,2018-11-01,512010,407699,0.4824,0.3891,-38144.91
2018-05-02,2018-11-01,510660,51887,2.01,1.571,-22834.14
2018-11-01,2018-12-03,513030,150324,1.011,1.016,660.21
2018-11-01,2018-12-03,513660,128761,1.1803,1.258,9910.54
2018-04-02,2019-02-01,159941,575070,0.342,0.377,20003.41
2018-04-02,2019-02-01,513100,459626,0.4279,0.4704,19410.24
2018-08-01,2019-03-01,513500,144075,0.9021,0.8802,-3232.28
2018-12-03,2019-04-01,518800,56965,2.705,2.766,3381.37
2018-12-03,2019-04-01,518880,56630,2.721,2.789,3757.23
2019-02-01,2019-04-01,512800,367189,0.4875,0.5247,13547.93
2019-03-01,2019-04-01,510900,108456,1.224,1.222,-296.5
2019-04-01,2019-05-06,510050,94082,2.49,2.49,-140.56
2019-04-01,2019-05-06,510300,70118,3.341,3.225,-8271.81
